 Apple iPhone 12 Pro 512 GB Graphite  ; 51999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_512gb_graphite/p245162527/
  Apple iPhone 7 Plus 32GB Rose Gold ; 11999 ;https://rozetka.com.ua/ua/apple_iphone_7_plus_32gb_rose_gold/p11256690/
  Apple iPhone SE 128GB (2020) Black ; 15999 ;https://rozetka.com.ua/ua/apple_iphone_se_128gb_black/p205224727/
  Apple iPhone 11 Pro Max 256GB Space Gray  ; 41999 ;https://rozetka.com.ua/ua/apple_mwhj2/p141646625/
  Apple iPhone 11 Pro Max 64GB Space Gray  ; 34999 ;https://rozetka.com.ua/ua/apple_iphone_11_pro_max_64gb_space_gray/p137227775/
  Apple iPhone 11 Pro 256GB Midnight Green  ; 38999 ;https://rozetka.com.ua/ua/apple_mwcc2/p141611352/
  Apple iPhone 11 Pro 512GB Gold  ; 45999 ;https://rozetka.com.ua/ua/apple_mwcf2/p141627151/
  Apple iPhone 11 Pro Max 512GB Midnight Green  ; 47999 ;https://rozetka.com.ua/ua/apple_mwhr2/p141669186/
  Apple iPhone 11 Pro 64GB Gold  ; 32999 ;https://rozetka.com.ua/ua/apple_mwc52/p141610120/
  Apple iPhone Xr 128GB Yellow (MRYF2)  ; 20999 ;https://rozetka.com.ua/ua/apple_iphone_xr_128gb_yellow_mryf2/p182584760/
  Apple iPhone SE 256GB (2020) Black ; 19999 ;https://rozetka.com.ua/ua/apple_iphone_se_256gb_black/p205228417/
 Apple iPhone 12 Pro 128 GB Pacific Blue  ; 39999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_128gb_pacific_blue/p245162467/
 Apple iPhone 12 Pro 128 GB Silver  ; 39999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_128gb_silver/p245162473/
 Apple iPhone 12 Pro 256 GB Pacific Blue  ; 43999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_256gb_pacific_blue/p245162491/
  Apple iPhone 11 256GB Yellow  ; 27999 ;https://rozetka.com.ua/ua/apple_mwma2/p141591185/
 Apple iPhone 12 Pro 128 GB Graphite  ; 39999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_128gb_graphite/p245162479/
 Apple iPhone 12 Pro 128 GB Gold  ; 39999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_128gb_gold/p245162599/
 Apple iPhone 12 256 GB PRODUCT Red  ; 37999 ;https://rozetka.com.ua/ua/apple_iphone_12_256gb_product_red/p245162329/
 Apple iPhone 12 256 GB Green  ; 37999 ;https://rozetka.com.ua/ua/apple_iphone_12_256gb_green/p245162317/
 Apple iPhone 12 256 GB Blue  ; 37999 ;https://rozetka.com.ua/ua/apple_iphone_12_256gb_blue/p245162341/
 Apple iPhone 12 Pro 256GB Graphite  ; 43999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_256gb_graphite/p245162503/
 Apple iPhone 12 Pro 256 GB Silver  ; 43999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_256gb_silver/p245162497/
 Apple iPhone 12 Pro 256GB Gold  ; 43999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_256gb_gold/p245162485/
 Apple iPhone 12 Pro 512 GB Pacific Blue  ; 51999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_512gb_pacific_blue/p245162515/
 Apple iPhone 12 Pro 512GB Gold  ; 51999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_512gb_gold/p245162509/
 Apple iPhone 12 Pro 512GB Silver  ; 51999 ;https://rozetka.com.ua/ua/apple_iphone_12_pro_512gb_silver/p245162521/
